OrderDate	Ref	DeliveryDate	OrderQty	DeliveryQty	LokadNetAmount	IsClosed	PONumber
2020-02-29	10592438	2020-04-27	200	200	584	true	P-0286600116
2020-02-29	12401265	2020-04-10	280	280	1141	true	P-0286600114
2020-02-29	13751180	2020-04-21	133	133	91	true	P-0286600116
2020-02-29	15149291	2020-03-15	133	133	2822	true	P-0286600116
2020-02-29	13751180	2020-04-29	111	111	76	true	P-0286600116
2020-02-29	14901389	2020-04-09	111	111	2942	true	P-0286600116
2020-02-29	12401265	2020-04-12	140	140	571	true	P-0286600114
2020-02-29	16188573	2020-04-02	72	72	1116	true	P-0286600119
2020-02-29	16188573	2020-03-26	71	71	1098	true	P-0286600119
2020-02-29	10592438	2020-04-15	67	67	195	true	P-0286600116
2020-02-29	10592438	2020-04-26	67	67	195	true	P-0286600116
2020-02-29	15063964	2020-04-14	67	67	52	true	P-0286600116
2020-02-29	11635178	2020-04-05	66	66	517	true	P-0286600114
2020-02-29	16412231	2020-03-12	104	104	2048	true	P-0286600117
2020-02-29	11557472	2020-03-26	49	47	1002	true	P-0286600103
2020-02-29	10014552	2020-04-03	45	45	276	true	P-0286600119
2020-02-29	15963625	2020-03-09	43	43	1042	true	P-0286600108
2020-02-29	15343952	2020-04-27	41	41	797	true	P-0286600116
2020-02-29	10678449	2020-04-05	40	40	1110	true	P-0286600103
2020-02-29	15808622	2020-04-13	37	37	1315	true	P-0286600114
2020-02-29	11711150	2020-04-04	50	50	3183	true	P-0286600087
2020-02-29	11929369	2020-04-27	48	48	362	true	P-0286600116
2020-02-29	11557472	2020-03-25	25	25	513	true	P-0286600103
2020-02-29	10595489	2020-04-05	23	23	706	true	P-0286600103
2020-02-29	12401265	2020-04-22	40	40	163	true	P-0286600114
2020-02-29	15063964	2020-04-20	23	23	18	true	P-0286600116
2020-02-29	12561507	2020-04-03	22	22	522	true	P-0286600119
2020-02-29	14789055	2020-03-28	20	20	388	true	P-0286600119
2020-02-29	11788268	2020-04-14	34	4	1824	true	P-0286600103
2020-02-29	15880950	2001-01-01	19	0	427	false	P-0286600108
2020-02-29	10095232	2020-03-23	18	18	400	true	P-0286600117
2020-02-29	12407652	2020-03-30	32	32	374	true	P-0286600087
2020-02-29	12572098	2020-04-14	18	18	598	true	P-0286600116
2020-02-29	10210677	2020-03-24	17	17	889	true	P-0286600114
2020-02-29	11800905	2020-04-03	30	30	454	true	P-0286600117
2020-02-29	11800905	2020-04-11	28	28	424	true	P-0286600117
2020-02-29	12564089	2020-03-26	16	16	403	true	P-0286600119
2020-02-29	14820865	2020-03-23	16	16	233	true	P-0286600114
2020-02-29	11481389	2020-04-14	15	15	165	true	P-0286600103
2020-02-29	11929369	2020-04-24	26	26	196	true	P-0286600116
2020-02-29	10099950	2020-04-27	14	14	374	true	P-0286600116
2020-02-29	10099950	2020-04-29	14	14	374	true	P-0286600116
2020-02-29	11097836	2020-03-27	14	14	286	true	P-0286600103
2020-02-29	13594853	2020-04-09	14	14	273	true	P-0286600114
2020-02-29	16187687	2020-04-15	14	14	158	true	P-0286600116
2020-02-29	9952426	2020-04-05	14	14	724	true	P-0286600119
2020-02-29	11929369	2020-04-20	22	22	166	true	P-0286600116
2020-02-29	11941800	2020-04-14	22	22	462	true	P-0286600114
2020-02-29	13594853	2020-04-21	13	13	250	true	P-0286600114
2020-02-29	16018733	2020-05-05	13	13	209	true	P-0286600108
2020-02-29	9952426	2020-04-04	13	3	663	true	P-0286600119
2020-02-29	12918171	2020-04-28	12	12	47	true	P-0286600114
2020-02-29	13985896	2020-04-21	12	12	424	true	P-0286600114
2020-02-29	14820865	2020-03-10	12	12	167	true	P-0286600114
2020-02-29	15431986	2020-04-28	12	12	115	true	P-0286600116
2020-02-29	16412231	2020-04-19	20	20	394	true	P-0286600117
2020-02-29	10210677	2020-03-02	10	4	534	true	P-0286600114
2020-02-29	15343952	2020-04-27	9	9	173	true	P-0286600116
2020-02-29	16188573	2020-04-08	10	10	142	true	P-0286600119
2020-02-29	16239251	2020-03-15	10	10	175	true	P-0286600114
2020-02-29	16277400	2020-04-17	10	10	173	true	P-0286600103
2020-02-29	16595101	2020-04-03	16	16	266	true	P-0286600119
2020-02-29	10210677	2020-03-22	8	8	415	true	P-0286600114
2020-02-29	10764226	2020-04-18	8	8	114	true	P-0286600103
2020-02-29	11045096	2020-04-29	8	8	244	true	P-0286600116
2020-02-29	12569093	2020-04-16	8	8	147	true	P-0286600117
2020-02-29	12572098	2020-04-23	8	8	262	true	P-0286600116
2020-02-29	14693335	2020-03-05	8	8	230	true	P-0286600114
2020-02-29	14789055	2020-03-31	8	8	151	true	P-0286600119
2020-02-29	15092233	2020-04-20	8	8	33	true	P-0286600114
2020-02-29	9952426	2020-04-09	8	8	422	true	P-0286600119
2020-02-29	11481389	2020-04-06	7	7	76	true	P-0286600103
2020-02-29	11481389	2020-04-05	7	7	76	true	P-0286600103
2020-02-29	11711100	2020-04-15	12	12	142	true	P-0286600117
2020-02-29	12703703	2020-03-29	7	7	87	true	P-0286600119
2020-02-29	15416092	2020-03-27	7	7	124	true	P-0286600108
2020-02-29	10132892	2020-04-11	6	6	216	true	P-0286600114
2020-02-29	11097836	2020-04-11	5	5	96	true	P-0286600103
2020-02-29	11711636	2020-03-29	8	8	168	true	P-0286600108
2020-02-29	14404386	2020-03-06	5	5	236	true	P-0286600114
2020-02-29	14411646	2020-03-26	5	5	69	true	P-0286600114
2020-02-29	16363786	2020-03-05	8	8	158	true	P-0286600114
2020-02-29	16430058	2020-03-10	8	8	68	true	P-0286600117
2020-02-29	10132892	2020-04-22	4	4	130	true	P-0286600114
2020-02-29	10136626	2020-03-29	4	4	113	true	P-0286600119
2020-02-29	12561507	2020-04-05	4	4	83	true	P-0286600119
2020-02-29	12768029	2020-04-05	4	4	52	true	P-0286600119
2020-02-29	14099484	2020-03-10	4	4	89	true	P-0286600114
2020-02-29	14895172	2020-04-29	4	4	83	true	P-0286600116
2020-02-29	15410849	2020-04-04	4	4	164	true	P-0286600108
2020-02-29	15416092	2001-01-01	4	0	62	false	P-0286600108
2020-02-29	15431986	2020-04-24	4	4	35	true	P-0286600116
2020-02-29	15963625	2020-03-26	4	4	83	true	P-0286600108
2020-02-29	16187687	2020-04-15	4	4	40	true	P-0286600116
2020-02-29	10422793	2001-01-01	3	0	25	false	P-0286600108
2020-02-29	11097836	2020-04-11	3	3	48	true	P-0286600103
2020-02-29	11711100	2020-04-12	4	4	48	true	P-0286600117
2020-02-29	11914966	2020-04-03	4	4	97	true	P-0286600117
2020-02-29	12703703	2020-03-31	3	3	29	true	P-0286600119
2020-02-29	14113811	2020-04-27	3	3	45	true	P-0286600114
2020-02-29	14404386	2020-04-22	3	3	118	true	P-0286600114
2020-02-29	16018733	2020-05-05	3	3	38	true	P-0286600108
2020-02-29	16277400	2020-03-29	3	3	44	true	P-0286600103
2020-02-29	16363786	2020-04-17	4	4	79	true	P-0286600114
2020-02-29	16430058	2020-03-17	4	4	34	true	P-0286600117
2020-02-29	10422793	2020-04-25	2	2	13	true	P-0286600108
2020-02-29	11635178	2020-04-05	2	2	9	true	P-0286600114
2020-02-29	11941800	2020-04-23	2	2	42	true	P-0286600114
2020-02-29	12569093	2020-03-25	2	2	21	true	P-0286600117
2020-02-29	12768029	2020-04-01	2	2	18	true	P-0286600119
2020-02-29	14339722	2020-03-31	2	2	42	true	P-0286600114
2020-02-29	15416092	2020-03-10	2	2	21	true	P-0286600108
2020-02-29	15963625	2020-04-04	2	2	28	true	P-0286600108
2020-02-29	16363786	2020-04-25	2	2	40	true	P-0286600114
2020-03-07	10014552	2020-03-31	133	63	835	true	P-0287300085
2020-03-07	10014552	2020-03-29	377	377	2366	true	P-0287300085
2020-03-07	10095232	2020-04-03	15	15	326	true	P-0287300083
2020-03-07	10099950	2020-03-29	20	20	561	true	P-0287300082
2020-03-07	10099950	2020-03-29	10	10	281	true	P-0287300082
2020-03-07	10099950	2020-03-23	6	6	156	true	P-0287300082
2020-03-07	10132892	2020-04-22	2	2	44	true	P-0287300079
2020-03-07	10136626	2020-04-13	5	2	152	true	P-0287300085
2020-03-07	10210677	2020-03-29	7	7	359	true	P-0287300079
2020-03-07	10210677	2020-05-05	18	18	957	true	P-0287300079
2020-03-07	10210677	2020-04-29	14	14	718	true	P-0287300079
2020-03-07	10422793	2020-04-11	6	6	63	true	P-0287300074
2020-03-07	10592438	2020-04-01	23	23	65	true	P-0287300082
2020-03-07	10592438	2020-03-29	89	89	260	true	P-0287300082
2020-03-07	10592438	2020-03-27	89	89	260	true	P-0287300082
2020-03-07	10595489	2020-04-17	3	3	72	true	P-0287300070
2020-03-07	10595489	2020-04-03	4	4	107	true	P-0287300070
2020-03-07	10678449	2020-04-19	4	4	94	true	P-0287300070
2020-03-07	10764226	2020-04-07	3	3	33	true	P-0287300070
2020-03-07	11045096	2020-03-28	2	2	35	true	P-0287300082
2020-03-07	11097836	2020-04-07	8	8	168	true	P-0287300070
2020-03-07	11481389	2020-04-13	5	5	51	true	P-0287300070
2020-03-07	11481389	2020-04-26	19	19	204	true	P-0287300070
2020-03-07	11557472	2020-04-01	77	77	1572	true	P-0287300070
2020-03-07	11635178	2020-04-26	19	6	144	true	P-0287300079
2020-03-07	11711100	2020-04-03	62	62	733	true	P-0287300083
2020-03-07	11711100	2020-03-30	6	6	71	true	P-0287300083
2020-03-07	11711150	2020-04-01	8	2	507	true	P-0287300058
2020-03-07	11711636	2020-03-31	12	12	254	true	P-0287300074
2020-03-07	11788268	2020-04-01	26	26	1402	true	P-0287300070
2020-03-07	11800905	2020-04-24	12	12	182	true	P-0287300083
2020-03-07	11914966	2020-03-30	34	34	821	true	P-0287300083
2020-03-07	11929369	2020-03-30	24	22	181	true	P-0287300082
2020-03-07	11941800	2020-03-26	26	26	550	true	P-0287300079
2020-03-07	11941800	2020-04-09	8	8	169	true	P-0287300079
2020-03-07	11941800	2020-03-19	16	16	338	true	P-0287300079
2020-03-07	12401265	2020-03-24	20	12	83	true	P-0287300079
2020-03-07	12401265	2020-04-16	20	20	83	true	P-0287300079
2020-03-07	12451991	2020-05-11	8	8	153	true	P-0287300074
2020-03-07	12561507	2020-04-12	16	16	388	true	P-0287300085
2020-03-07	12564089	2020-03-29	5	5	117	true	P-0287300085
2020-03-07	12572098	2020-03-25	25	25	821	true	P-0287300082
2020-03-07	12703703	2020-04-11	7	7	87	true	P-0287300085
2020-03-07	12703703	2020-04-01	2	2	15	true	P-0287300085
2020-03-07	12768029	2020-04-03	3	3	35	true	P-0287300085
2020-03-07	12768029	2020-03-30	2	2	18	true	P-0287300085
2020-03-07	12918171	2020-04-13	12	12	47	true	P-0287300079
2020-03-07	13594853	2020-04-24	17	17	344	true	P-0287300079
2020-03-07	13594853	2020-04-28	13	13	253	true	P-0287300079
2020-03-07	13751180	2020-03-26	67	67	46	true	P-0287300082
2020-03-07	13751180	2020-03-26	45	45	31	true	P-0287300082
2020-03-07	13985896	2020-03-27	10	10	386	true	P-0287300079
2020-03-07	14099484	2020-04-13	7	7	179	true	P-0287300079
2020-03-07	14113811	2020-04-22	2	2	23	true	P-0287300079
2020-03-07	14262733	2020-03-26	2	2	21	true	P-0287300079
2020-03-07	14339722	2020-04-08	14	14	497	true	P-0287300079
2020-03-07	14404386	2020-04-28	10	10	536	true	P-0287300079
2020-03-07	14411646	2020-04-20	3	3	35	true	P-0287300079
2020-03-07	14789055	2020-03-31	5	5	87	true	P-0287300085
2020-03-07	14802650	2020-04-06	3	3	82	true	P-0287300058
2020-03-07	14802650	2020-04-06	3	3	82	true	P-0287300058
2020-03-07	14820865	2020-04-15	8	8	118	true	P-0287300079
2020-03-07	14820865	2020-04-23	15	15	219	true	P-0287300079
2020-03-07	15063964	2020-03-25	45	45	35	true	P-0287300082
2020-03-07	15149291	2020-03-22	23	23	471	true	P-0287300082
2020-03-07	15149291	2020-03-22	89	89	1881	true	P-0287300082
2020-03-07	15343952	2020-03-26	12	12	216	true	P-0287300082
2020-03-07	15416092	2020-04-08	6	6	105	true	P-0287300074
2020-03-07	15416092	2020-05-14	3	3	42	true	P-0287300074
2020-03-07	15431986	2020-03-23	9	9	92	true	P-0287300082
2020-03-07	15519926	2020-04-02	2	2	50	true	P-0287300082
2020-03-07	15808622	2020-04-07	4	4	121	true	P-0287300079
2020-03-07	15963625	2020-04-16	16	16	388	true	P-0287300074
2020-03-07	15963625	2020-04-24	12	12	277	true	P-0287300074
2020-03-07	16089695	2020-03-31	133	133	389	true	P-0287300082
2020-03-07	16089695	2020-03-30	687	687	2009	true	P-0287300082
2020-03-07	16187687	2020-04-01	24	24	277	true	P-0287300082
2020-03-07	16188573	2020-04-01	39	6	608	true	P-0287300085
2020-03-07	16363786	2020-05-03	42	42	834	true	P-0287300079
2020-03-07	16363786	2020-04-02	16	16	318	true	P-0287300079
2020-03-07	16363786	2020-03-24	4	4	80	true	P-0287300079
2020-03-07	16401974	2020-04-10	60	60	1980	true	P-0287300083
2020-03-07	16412231	2020-04-05	44	44	867	true	P-0287300083
2020-03-07	16412231	2020-03-28	38	38	749	true	P-0287300083
2020-03-07	9952426	2020-04-05	4	4	183	true	P-0287300085
2020-03-14	10014552	2020-04-21	294	294	1824	true	P-0288000053
2020-03-14	10014552	2020-04-19	267	267	1658	true	P-0288000053
2020-03-14	10099950	2020-04-01	3	3	75	true	P-0288000051
2020-03-14	10422793	2020-03-31	6	6	60	true	P-0288000050
2020-03-14	10595489	2020-04-21	15	15	468	true	P-0288000049
2020-03-14	10678449	2020-04-14	6	6	149	true	P-0288000049
2020-03-14	10764226	2020-04-27	14	14	196	true	P-0288000049
2020-03-14	10764226	2020-04-25	6	6	79	true	P-0288000049
2020-03-14	11097836	2020-04-12	10	10	202	true	P-0288000049
2020-03-14	11481389	2020-04-23	10	10	107	true	P-0288000049
2020-03-14	11481389	2020-04-16	22	22	244	true	P-0288000049
2020-03-14	11557472	2020-04-25	10	10	197	true	P-0288000049
2020-03-14	11635178	2020-03-28	6	6	44	true	P-0288000041
2020-03-14	11635178	2020-05-02	2	2	11	true	P-0288000041
2020-03-14	11711100	2020-03-26	63	63	743	true	P-0288000039
2020-03-14	11711636	2020-05-13	3	3	51	true	P-0288000050
2020-03-14	11914966	2020-04-19	10	10	234	true	P-0288000039
2020-03-14	11914966	2020-04-02	29	29	700	true	P-0288000039
2020-03-14	11941800	2020-04-22	8	8	153	true	P-0288000041
2020-03-14	11941800	2020-04-07	17	17	357	true	P-0288000041
2020-03-14	12401265	2020-05-08	72	72	297	true	P-0288000041
2020-03-14	12569093	2020-03-26	3	3	51	true	P-0288000039
2020-03-14	12572098	2020-04-02	19	19	624	true	P-0288000051
2020-03-14	12572752	2020-04-21	2	2	60	true	P-0288000053
2020-03-14	12703703	2020-04-05	2	2	18	true	P-0288000053
2020-03-14	12918171	2020-04-02	28	28	113	true	P-0288000041
2020-03-14	12918171	2020-04-13	55	55	226	true	P-0288000041
2020-03-14	13594853	2020-04-23	2	2	28	true	P-0288000041
2020-03-14	14095459	2020-03-28	68	68	2695	true	P-0288000041
2020-03-14	14113811	2020-04-10	3	3	54	true	P-0288000041
2020-03-14	14289423	2020-03-19	7	7	331	true	P-0288000041
2020-03-14	14339722	2020-04-19	6	6	201	true	P-0288000041
2020-03-14	14411646	2020-05-01	11	11	168	true	P-0288000041
2020-03-14	14789055	2020-04-21	2	2	26	true	P-0288000053
2020-03-14	14789055	2020-04-11	6	6	104	true	P-0288000053
2020-03-14	14820865	2020-04-08	8	8	122	true	P-0288000041
2020-03-14	15034737	2020-04-13	7	7	281	true	P-0288000051
2020-03-14	15092233	2020-05-03	4	4	18	true	P-0288000041
2020-03-14	15431986	2020-03-30	6	6	55	true	P-0288000051
2020-03-14	15519926	2020-04-13	4	2	179	true	P-0288000051
2020-03-14	15880950	2020-04-07	3	3	61	true	P-0288000050
2020-03-14	15880950	2020-04-07	8	8	183	true	P-0288000050
2020-03-14	15963625	2020-05-12	15	15	365	true	P-0288000050
2020-03-14	15963625	2020-04-13	4	2	100	true	P-0288000050
2020-03-14	16187687	2020-04-10	7	2	79	true	P-0288000051
2020-03-14	16187687	2020-03-29	11	11	126	true	P-0288000051
2020-03-14	16277400	2020-04-16	13	13	234	true	P-0288000049
2020-03-14	16363786	2020-03-24	46	46	910	true	P-0288000041
2020-03-14	16363786	2020-04-18	8	8	144	true	P-0288000041
2020-03-14	16401974	2020-04-17	39	39	1276	true	P-0288000039
2020-03-14	16401974	2020-05-01	56	56	1834	true	P-0288000039
2020-03-14	16412231	2020-04-10	12	12	239	true	P-0288000039
2020-03-14	16412231	2020-03-27	36	36	715	true	P-0288000039
2020-03-21	10014552	2020-04-24	161	161	993	true	P-0288700057
2020-03-21	10136626	2020-04-28	3	2	90	true	P-0288700057
2020-03-21	10422793	2020-05-16	6	6	60	true	P-0288700055
2020-03-21	10422793	2020-05-30	5	5	45	true	P-0288700055
2020-03-21	10592438	2020-04-13	54	54	155	true	P-0288700053
2020-03-21	10595489	2020-04-29	13	13	378	true	P-0288700052
2020-03-21	10764226	2020-04-23	7	2	97	true	P-0288700052
2020-03-21	11097836	2020-04-15	17	17	341	true	P-0288700052
2020-03-21	11097836	2020-05-04	7	7	142	true	P-0288700052
2020-03-21	11481389	2020-05-06	24	24	257	true	P-0288700052
2020-03-21	11481389	2020-05-10	10	10	106	true	P-0288700052
2020-03-21	11635178	2020-04-20	5	5	32	true	P-0288700046
2020-03-21	11635178	2020-03-31	16	16	118	true	P-0288700046
2020-03-21	11788268	2020-04-17	3	3	128	true	P-0288700052
2020-03-21	11914966	2020-04-04	10	10	229	true	P-0288700043
2020-03-21	11941800	2020-04-25	22	22	449	true	P-0288700046
2020-03-21	11941800	2020-04-06	10	10	200	true	P-0288700046
2020-03-21	12569093	2020-05-03	6	6	100	true	P-0288700043
2020-03-21	12572098	2020-04-05	5	5	134	true	P-0288700053
2020-03-21	12572752	2020-04-19	10	10	416	true	P-0288700057
2020-03-21	12918171	2020-05-05	14	14	56	true	P-0288700046
2020-03-21	12918171	2020-05-09	28	28	111	true	P-0288700046
2020-03-21	12918171	2020-05-12	42	16	166	true	P-0288700046
2020-03-21	13751180	2020-04-07	54	54	37	true	P-0288700053
2020-03-21	14095459	2020-05-08	81	81	3108	true	P-0288700046
2020-03-21	14099484	2020-05-01	2	2	36	true	P-0288700046
2020-03-21	14113811	2020-04-04	2	2	27	true	P-0288700046
2020-03-21	14289423	2020-05-04	10	10	454	true	P-0288700046
2020-03-21	14411646	2020-03-26	15	15	227	true	P-0288700046
2020-03-21	14802650	2020-04-26	9	9	289	true	P-0288700028
2020-03-21	14820865	2020-04-24	3	3	40	true	P-0288700046
2020-03-21	14901389	2020-04-30	81	81	2110	true	P-0288700053
2020-03-21	14901389	2020-03-26	54	54	1407	true	P-0288700053
2020-03-21	15034737	2020-04-15	7	7	281	true	P-0288700053
2020-03-21	15034737	2020-04-15	13	13	506	true	P-0288700053
2020-03-21	15092233	2020-05-20	10	2	39	true	P-0288700046
2020-03-21	15149291	2020-04-05	134	134	2810	true	P-0288700053
2020-03-21	15343952	2020-04-16	5	5	78	true	P-0288700053
2020-03-21	15431986	2020-04-15	11	11	110	true	P-0288700053
2020-03-21	15519926	2020-04-07	6	6	239	true	P-0288700053
2020-03-21	15519926	2020-04-06	3	3	120	true	P-0288700053
2020-03-21	15880950	2001-01-01	9	0	183	false	P-0288700055
2020-03-21	15963625	2020-04-20	6	6	133	true	P-0288700055
2020-03-21	15963625	2020-04-20	21	21	498	true	P-0288700055
2020-03-21	15963625	2020-03-26	15	15	365	true	P-0288700055
2020-03-21	16018733	2020-05-23	31	31	528	true	P-0288700055
2020-03-21	16187687	2020-04-16	3	3	32	true	P-0288700053
2020-03-21	16188573	2020-04-23	24	24	362	true	P-0288700057
2020-03-21	16239251	2020-04-14	2	2	27	true	P-0288700046
2020-03-21	16277400	2020-05-04	2	2	26	true	P-0288700052
2020-03-21	16277400	2020-05-09	2	2	26	true	P-0288700052
2020-03-21	16363786	2020-03-30	8	8	141	true	P-0288700046
2020-03-21	16401974	2020-04-01	20	20	625	true	P-0288700043
2020-03-21	16401974	2020-04-25	8	8	235	true	P-0288700043
2020-03-21	16412231	2020-04-06	56	56	1072	true	P-0288700043
2020-03-21	16430058	2020-04-11	24	24	201	true	P-0288700043
2020-03-21	16595101	2020-04-30	44	44	713	true	P-0288700057
2020-03-28	10422793	2020-06-01	11	11	119	true	P-0289400060
2020-03-28	10422793	2020-04-29	23	23	251	true	P-0289400060
2020-03-28	10422793	2020-05-09	2	2	15	true	P-0289400060
2020-03-28	10592438	2020-04-14	27	27	77	true	P-0289400057
2020-03-28	10595489	2020-05-06	5	5	126	true	P-0289400056
2020-03-28	10595489	2020-04-22	5	5	126	true	P-0289400056
2020-03-28	10764226	2020-05-16	3	3	39	true	P-0289400056
2020-03-28	11097836	2020-05-17	14	14	284	true	P-0289400056
2020-03-28	11481389	2020-04-26	17	17	181	true	P-0289400056
2020-03-28	11481389	2020-05-13	7	7	76	true	P-0289400056
2020-03-28	11635178	2020-05-24	3	3	22	true	P-0289400050
2020-03-28	11635178	2020-04-04	10	10	75	true	P-0289400050
2020-03-28	11788268	2020-05-14	20	20	1013	true	P-0289400056
2020-03-28	11800905	2020-05-16	3	3	36	true	P-0289400047
2020-03-28	11914966	2020-05-02	10	10	228	true	P-0289400047
2020-03-28	11941800	2020-05-12	41	41	844	true	P-0289400050
2020-03-28	11941800	2020-05-27	17	17	348	true	P-0289400050
2020-03-28	12569093	2020-05-01	6	6	100	true	P-0289400047
2020-03-28	12569093	2020-05-04	3	3	50	true	P-0289400047
2020-03-28	12572752	2020-04-20	6	6	235	true	P-0289400041
2020-03-28	12703703	2020-04-23	2	2	18	true	P-0289400041
2020-03-28	12918171	2020-05-15	28	28	111	true	P-0289400050
2020-03-28	13594853	2020-05-13	11	2	217	true	P-0289400050
2020-03-28	13751180	2020-04-22	161	161	107	true	P-0289400057
2020-03-28	13985896	2020-04-17	3	3	102	true	P-0289400050
2020-03-28	14099484	2020-05-09	3	3	71	true	P-0289400050
2020-03-28	14262733	2020-04-06	3	3	49	true	P-0289400050
2020-03-28	14289423	2020-04-14	6	6	259	true	P-0289400050
2020-03-28	14411646	2020-04-06	5	5	62	true	P-0289400050
2020-03-28	14802650	2020-05-14	2	2	49	true	P-0289400031
2020-03-28	14802650	2020-04-26	10	10	339	true	P-0289400031
2020-03-28	14820865	2020-04-16	10	10	139	true	P-0289400050
2020-03-28	14993287	2020-05-09	3	3	246	true	P-0289400031
2020-03-28	15034737	2020-04-17	3	3	111	true	P-0289400057
2020-03-28	15092233	2020-05-09	6	6	23	true	P-0289400050
2020-03-28	15149291	2020-04-27	161	161	3319	true	P-0289400057
2020-03-28	15149291	2020-04-27	241	241	4979	true	P-0289400057
2020-03-28	15343952	2020-04-20	11	11	203	true	P-0289400057
2020-03-28	15431986	2020-04-13	11	11	108	true	P-0289400057
2020-03-28	15519926	2020-04-25	9	9	352	true	P-0289400057
2020-03-28	15880950	2020-05-14	11	11	241	true	P-0289400060
2020-03-28	15880950	2020-05-28	27	27	601	true	P-0289400060
2020-03-28	15963625	2020-04-09	31	31	756	true	P-0289400060
2020-03-28	15963625	2020-04-03	31	31	756	true	P-0289400060
2020-03-28	16018733	2001-01-01	3	0	46	false	P-0289400060
2020-03-28	16018733	2020-04-21	2	2	23	true	P-0289400060
2020-03-28	16018733	2020-05-06	34	34	568	true	P-0289400060
2020-03-28	16075571	2020-04-19	6	6	40	true	P-0289400057
2020-03-28	16075571	2020-04-16	3	2	20	true	P-0289400057
2020-03-28	16188573	2020-05-07	33	33	505	true	P-0289400041
2020-03-28	16239251	2020-04-18	3	3	53	true	P-0289400050
2020-03-28	16239251	2020-04-29	24	24	444	true	P-0289400050
2020-03-28	16277400	2020-05-06	10	2	180	true	P-0289400056
2020-03-28	16401974	2020-05-01	17	17	545	true	P-0289400047
2020-03-28	16401974	2020-05-17	22	22	701	true	P-0289400047
2020-03-28	16412231	2020-04-27	34	34	651	true	P-0289400047
2020-03-28	16430058	2020-04-22	3	3	20	true	P-0289400047
2020-03-28	16430058	2020-05-10	63	63	520	true	P-0289400047
2020-03-28	16595101	2020-05-01	27	27	431	true	P-0289400041
2020-03-28	16595101	2020-05-04	27	27	431	true	P-0289400041
2020-04-04	10014552	2020-04-29	134	134	824	true	P-0290100106
2020-04-04	10095232	2020-04-18	3	3	60	true	P-0290100105
2020-04-04	10099950	2020-04-30	10	10	259	true	P-0290100104
2020-04-04	10132892	2020-04-30	7	7	256	true	P-0290100103
2020-04-04	10136626	2020-04-28	5	5	135	true	P-0290100106
2020-04-04	10255812	2020-04-14	11	11	72	true	P-0290100101
2020-04-04	10422793	2020-05-18	10	10	104	true	P-0290100101
2020-04-04	10422793	2020-06-08	38	38	413	true	P-0290100101
2020-04-04	10422793	2020-06-05	7	7	74	true	P-0290100101
2020-04-04	10592438	2020-04-26	81	81	231	true	P-0290100104
2020-04-04	10595489	2020-05-12	13	13	383	true	P-0290100096
2020-04-04	10678449	2020-05-02	7	7	186	true	P-0290100096
2020-04-04	10678449	2020-05-02	11	11	297	true	P-0290100096
2020-04-04	10764226	2020-05-06	10	10	137	true	P-0290100096
2020-04-04	10764226	2020-05-17	7	7	98	true	P-0290100096
2020-04-04	11097836	2020-05-01	16	16	317	true	P-0290100096
2020-04-04	11097836	2020-05-04	9	9	173	true	P-0290100096
2020-04-04	11481389	2020-05-22	7	7	77	true	P-0290100096
2020-04-04	11481389	2020-05-15	11	11	122	true	P-0290100096
2020-04-04	11635178	2020-04-24	17	17	128	true	P-0290100103
2020-04-04	11635178	2020-05-05	7	7	53	true	P-0290100103
2020-04-04	11711100	2020-05-02	3	3	28	true	P-0290100105
2020-04-04	11711150	2020-04-27	8	8	444	true	P-0290100084
2020-04-04	11711150	2020-05-18	10	10	592	true	P-0290100084
2020-04-04	11711636	2020-04-30	8	8	149	true	P-0290100101
2020-04-04	11788268	2020-05-04	32	32	1665	true	P-0290100096
2020-04-04	11788268	2020-05-04	41	41	2177	true	P-0290100096
2020-04-04	11800905	2020-04-25	12	12	179	true	P-0290100105
2020-04-04	11800905	2020-04-19	20	20	287	true	P-0290100105
2020-04-04	11800905	2020-05-15	5	5	72	true	P-0290100105
2020-04-04	11914966	2020-05-23	12	12	286	true	P-0290100105
2020-04-04	11941800	2020-05-19	10	10	198	true	P-0290100103
2020-04-04	11941800	2020-04-10	36	36	739	true	P-0290100103
2020-04-04	12401265	2020-05-12	144	144	575	true	P-0290100103
2020-04-04	12407652	2020-06-03	5	5	55	true	P-0290100084
2020-04-04	12569093	2020-04-25	10	10	175	true	P-0290100105
2020-04-04	12569093	2020-05-14	6	6	100	true	P-0290100105
2020-04-04	12569093	2020-04-16	6	6	100	true	P-0290100105
2020-04-04	12572098	2020-04-26	2	2	45	true	P-0290100104
2020-04-04	12572752	2020-04-29	2	2	60	true	P-0290100106
2020-04-04	12572752	2020-04-27	6	6	237	true	P-0290100106
2020-04-04	12703703	2020-05-10	5	5	52	true	P-0290100106
2020-04-04	12753764	2020-05-09	2	2	13	true	P-0290100106
2020-04-04	12768029	2020-05-07	5	5	61	true	P-0290100106
2020-04-04	12768029	2020-05-06	2	2	21	true	P-0290100106
2020-04-04	12918171	2020-04-19	28	28	110	true	P-0290100103
2020-04-04	13594853	2020-04-19	7	7	135	true	P-0290100103
2020-04-04	13693084	2020-05-01	27	13	21	true	P-0290100104
2020-04-04	13751180	2020-05-02	215	215	144	true	P-0290100104
2020-04-04	13751180	2020-04-28	108	108	72	true	P-0290100104
2020-04-04	13751180	2020-05-02	134	134	90	true	P-0290100104
2020-04-04	13985896	2020-06-03	10	10	352	true	P-0290100103
